ID	EN
5019	non-alcoholic beverage
5020	Bolivia
5021	treasury bill
5022	Bonaire
5023	interest rate subsidy
5024	knitted and crocheted goods
5025	intervention buying
5026	Borneo
5027	Bornholm (regional municipality)
5028	botany
5029	Botswana
5030	Buddhism
5031	bakery
5032	Burgundy
5033	commodities exchange
5034	cattle
5035	acid
5036	Province of Flemish Brabant
5037	North Brabant
5038	Province of Walloon Brabant
5039	Bremen
5040	Brazil
5041	Brittany
5042	patent
5043	European patent
5044	Bank for International Settlements
5045	inorganic acid
5046	bromine
5047	brucellosis
5048	noise
5049	Brunei
5050	budget
5051	Community budget
5052	national budget
5053	defence budget
5054	extraordinary budget
5055	organic acid
5056	household budget
5057	ECSC operating budget
5058	advertising budget
5059	amending budget
5060	European social budget
5061	supplementary budget
5062	inclusion in the budget
5063	Bulgaria
5064	ballot paper
5065	steel
5066	information centre
5067	polling station
5068	bureau of parliament
5069	political executive
5070	administrative formalities
5071	office automation
5072	Burundi
5073	butter oil
5074	shadow cabinet
5075	Abruzzi
5076	Azores
5077	maritime cabotage
5078	cocoa
5079	land register
5080	executive
5081	manager
5083	ACP countries
5084	middle management
5085	senior management
5086	Comecon
5087	Comecon countries
5088	coffee
5089	savings bank
5090	mortgage bank
5091	Calabria
5092	costing
5093	acquisition of property
5094	planning of the school year
5095	Cameroon
5096	marketing year
5097	election campaign
5098	Campania
5099	camping
5100	Canada
5101	Panama Canal
5102	learning
5103	Suez Canal
5104	cancer
5105	candidate
5106	sugar cane
5107	East African Community
5108	Cape Verde
5109	document acquisition
5110	capacity to exercise rights
5111	carrying capacity
5112	capacity to contract
5113	capacity to have rights and obligations
5114	veto
5115	consultation procedure
5116	ministry
5117	treasurer
5118	representative of local or regional authority
5119	autonomous community
5120	regional government
5121	colonialism
5122	scientific exchange
5123	production capacity
5124	military sanctions
5125	international voluntary worker
5126	West Bank question
5127	EU law - national law
5128	EP delegation
5129	ESC opinion
5130	European civil service
5131	EP assent
5132	ACP-EU Joint Assembly
5133	President of the EP
5134	Vice-President of the EP
5135	Quaestor of the EP
5136	judgment of the Court (EU)
5137	anti-European movement
5138	Structural Funds
5139	labour tribunal
5140	storage capacity
5141	lawyer
5142	repentance
5143	contiguous zone
5144	surveillance
5145	appeals by private individuals
5146	economic situation
5147	factor of production
5148	growth point
5149	integrated development programme
5150	Integrated Mediterranean Programmes
5151	North-South trade
5152	transport capacity
5153	speculative capital
5154	public financing
5155	harmonisation of prices
5156	capital market
5157	venture capital
5158	general budget (EU)
5159	motherhood
5160	cultural prize
5161	legal capacity
5162	Anglicanism
5163	Catholicism
5164	Orthodoxy
5165	Protestantism
5166	leisure park
5167	catering profession
5168	Mafia
5169	bio-ethics
5170	secret society
5171	regional culture
5172	AIDS
5173	price of land
5174	open university
5175	education budget
5176	educational exchange
5177	Eurydice
5178	recognition of studies
5179	press undertaking
5180	Teletex
5181	data protection
5182	interactive network
5183	film production
5184	programmes industry
5185	audiovisual co-production
5186	audiovisual programme
5187	audiovisual production
5188	information technology
5189	high-definition television
5190	video communications
5191	audiovisual communications policy
5192	audiovisual piracy
5193	European audiovisual area
5194	free movement of programmes
5195	telephone charges
5196	law relating to information
5197	legal data processing
5198	downloading
5199	programming language
5200	machine translation
5201	self-sufficiency in energy
5202	industrial capital
5203	cooperation procedure
5204	transfer of competence
5205	business start-up
5206	services company
5207	temporary employment agency
5208	video display unit work
5209	road cabotage
5210	waterway transport
5211	ship canal
5212	cross-channel connection
5213	national tariff
5214	international tariff
5215	road transport tariff
5216	space navigation
5217	administrative measure
5218	share capital
5219	forest conservation
5220	Tyrrhenian Sea
5221	Adriatic Sea
5222	Ligurian Sea
5223	Aegean Sea
5224	Ionian Sea
5225	fight against insects
5226	land restructuring
5227	insecticide
5228	fishing regulations
5229	fishing controls
5230	capital city
5231	perennial vegetable
5232	fresh product
5233	quality standard
5234	safety standard
5235	technical standard
5236	COST
5237	research and development
5238	space research
5239	space technology
5240	foreign capital
5241	synthetic rubber
5242	natural rubber
5243	railway industry
5244	charcoal
5245	luxury products industry
5246	Autonomous Province of Bolzano
5247	Autonomous Province of Trento
5248	CEPT
5249	International Narcotics Control Board
5250	UN-Habitat
5251	servant (EU)
5252	goat
5253	by-catch
5254	authorised catch
5255	catch of fish
5256	catch by species
5257	total catch
5258	EU act
5259	Caribbean Islands
5260	coal by-products industry
5261	carbon
5262	motor fuel
5263	carcase
5264	Caricom
5265	Caricom countries
5266	distribution of schools
5267	cartel
5268	commercial transaction
5269	cartography
5270	cash flow
5271	criminal record
5272	cataloguing
5273	Catalonia
5274	catalogue
5275	socioprofessional category
5276	electoral deposit
5277	conference proceedings
5278	International Trade Centre
5279	Secretariat of the Pacific Community
5280	woman
5281	man
5282	Centre for the Development of Enterprise
5283	EU Member State
5284	European Civil Aviation Conference
5285	CEAE
5286	CEAO
5287	ionising radiation
5288	sodium
5289	metalworking
5290	rare gas
5291	death
5292	organ transplant
5293	blood transfusion
5294	metal waste
5295	Community trunk route
5296	custody
5297	youth exchange scheme
5298	fundamental particle
5299	atom
5300	analytical chemistry
5301	spectrometry
5302	Ecowas countries
5303	cytology
5304	calcium
5305	medical diagnosis
5306	nuclear medicine
5307	medical examination
5308	member of the Court of Auditors (EU)
5309	building safety
5310	European Environment Agency
5311	guide
5312	European symbol
5313	official language
5314	accident in the home
5315	EU programme
5316	tropical forest
5317	personal effects
5318	fourth Lomé Convention
5319	electromagnetic interference
5320	waveband
5321	mercenary
5322	commemoration
5323	twinning
5324	driving instruction
5325	performance drugs
5326	European Convention on Human Rights
5327	ECSC
5328	General Court (EU)
5329	retirement conditions
5330	internal border of the EU
5331	camping vehicle
5332	anti-dumping measure
5333	impact of information technology
5334	disclosure of information
5335	military intervention
5336	export of waste
5337	development worker
5338	radiobiology
5339	absenteeism
5340	papal act
5341	Economic Community of West African States
5342	Cedefop
5343	European Community
5344	EAEC
5345	unmarried person
5346	cellulose
5347	European Conference of Ministers of Transport
5348	censorship
5349	Central African Republic
5350	nuclear power station
5351	centralisation of information
5352	Centre (France)
5353	shopping centre
5354	Joint Research Centre
5355	computer centre
5356	documentation centre
5357	political centre
5358	on line data service
5359	ceramics
5360	cereals
5361	food cereals
5362	share
5363	fodder cereals
5364	cereals of bread-making quality
5365	CERN
5366	ESRO
5367	certificate of origin
5368	movement certificate
5369	health certificate
5370	European Trade Union Confederation
5371	legal action
5372	cessation of trading
5373	cessation of farming
5374	suspension of payments
5375	cease-fire
5376	chamber of commerce and industry
5377	directly-elected chamber
5378	federal chamber
5379	parliamentary chamber
5380	champagne
5381	Champagne-Ardenne
5382	social change
5383	technological change
5384	hemp
5385	chaptalisation
5386	coal
5387	coal mining
5388	axle weight
5389	shareholder
5390	dependant
5391	payload
5392	load
5393	Havana Charter
5394	United Nations Charter
5395	European Social Charter
5396	hunting
5397	boiler
5399	access to EU information
5400	access to the courts
5401	ATP Agreement
5402	intra-company collective agreement
5403	trade agreement (EU)
5404	cooperation agreement (EU)
5405	Schengen Agreement
5406	European Association Agreement
5407	interim agreement (EU)
5408	interinstitutional agreement
5409	mixed agreement
5410	electricity storage device
5411	Community acquis
5412	associated action for damages
5413	EU action
5414	civil proceedings
5415	criminal proceedings
5416	civil liability proceedings
5417	public prosecution
5418	EU activity
5419	adaptation of financial perspectives
5420	accession to an agreement
5421	administration of the Institutions
5422	display
5423	Portuguese-speaking Africa
5424	sub-Saharan Africa
5425	European agency
5426	European Medicines Agency
5427	European Agency for Safety and Health at Work
5428	physical aggression
5429	parking area
5430	NAFTA
5431	allergy
5432	embassy
5433	town and country planning
5434	former GDR
5435	former USSR
5436	seniority
5437	former socialist countries
5438	England
5439	fur-bearing animal
5440	gas appliance
5441	information technology applications
5442	deepening of the European Union
5443	Atlantic Arc
5444	archipelago
5445	Armenia
5446	South Asian Association for Regional Cooperation
5447	lift
5448	Central Asia
5449	parliamentary assembly
5450	administrative autonomy
5451	market approval
5452	preliminary draft EC budget
5453	fighter aircraft
5454	Azerbaijan
5455	European Central Bank
5456	legal basis
5457	Rhine Valley
5458	Belarus
5459	net recipient
5460	EBRD
5461	dual-use good
5462	animal welfare
5463	biodiversity
5464	biotope
5465	money laundering
5466	cleaning industry
5467	tropical wood
5468	bomber
5469	Bosnia and Herzegovina
5470	Brandenburg
5471	air cabotage
5472	Community support framework
5473	scientific calculation
5474	timetable for EMU
5475	professional career
5476	expansion card
5477	audio cassette
5478	Euro-Atlantic Partnership Council
5479	Commonwealth of Independent States
5480	quality control circle
5481	Community certification
5482	climate change
5483	change of political system
5484	Community Charter of the Fundamental Social Rights of Workers
5485	European charter
5486	international charter
5487	surgeon
5488	cemetery
5489	aggravating circumstances
5490	mitigating circumstances
5491	European citizenship
5492	unfair terms of contract
5493	contract terms
5494	opt-out clause
5495	Wassenaar arrangement
5496	civil code
5497	penal code
5498	codification of EU law
5499	economic and social cohesion
5500	hairdressing and beauty care
5501	local authority
5502	regional authority
5503	heating
5504	EEA Joint Committee
5505	EEA Joint Consultative Committee
5506	management committee (EU)
5507	regulatory committee (EU)
5508	Committee of the Regions
5509	joint committee (EU)
5510	EEA joint parliamentary committee
5511	comitology
5512	trade in organs
5513	art trade
5514	Flemish Community
5515	French-speaking Community
5516	German-speaking Community
5517	Belgian communities
5518	powers of the EP
5519	powers of the institutions (EU)
5520	computer assisted design
5521	employers' confederation
5522	trade union confederation
5523	European conference
5524	intergovernmental conference (EU)
5525	international conference
5526	International Labour Conference
5527	tripartite conference
5528	ethnic conflict
5529	leave for political activities
5530	Gulf Cooperation Council
5531	EEA Council
5532	consultancy
5533	deposit on a polluting product
5534	consolidation of EU law
5535	consulate
5536	administrative contract
5537	financial compensation of an agreement
5538	net contributor
5539	GNP contribution
5540	border control
5541	control of State aid
5542	export monitoring
5543	Intergovernmental Convention (EU)
5544	cooperation in home affairs
5545	customs cooperation
5546	environmental cooperation
5547	intergovernmental cooperation (EU)
5548	interinstitutional cooperation (EU)
5549	inter-parliamentary cooperation
5550	judicial cooperation in criminal matters in the EU
5551	police cooperation
5552	EU police cooperation
5553	housing cooperative
5554	coordination of financing
5555	coordination of EMU policies
5556	Horn of Africa
5557	Eurocorps
5558	COSAC
5559	claim
5560	organised crime
5561	eligibility criteria
5562	convergence criteria
5563	Croatia
5564	overlapping of income
5565	cyclone
5566	tax return
5567	declaration of Community interest
5568	public statement
5569	publishing deadline
5570	insider trading
5571	environmental offence
5572	sexual offence
5573	product designation
5574	withdrawal from an agreement
5575	agricultural expenditure
5576	EU expenditure
5577	administrative expenditure (EU)
5578	research expenditure (EU)
5579	operational expenditure (EU)
5580	structural expenditure
5581	derogation from EU law
5582	debt
5583	customs debt
5584	second stage of EMU
5585	sustainable development
5586	duties of civil servants
5587	social dialogue
5588	social dialogue (EU)
5589	dissemination of EU information
5590	budgetary discipline (EU)
5591	military discipline
5592	discrimination on the basis of nationality
5593	anti-pollution device
5594	medical data
5595	personal data
5596	right of action
5597	right of asylum
5598	law of obligations
5599	regional law
5600	rights of civil servants
5601	screen
5602	private ECU
5603	education of young offenders
5604	workers' stock ownership
5605	greenhouse effect
5606	drafting of EU law
5607	regional election
5608	embryo and foetus
5609	use of languages
5610	military training
5611	institutional balance (EU)
5612	protective equipment
5613	computer equipment
5614	pressure equipment
5615	thermal equipment
5616	miscarriage of justice
5617	Eritrea
5618	European Economic Area
5619	Estonia
5620	drawing up of the EU budget
5621	non-secular State
5622	rule of law
5623	federal State
5624	Islamic State
5625	secular State
5626	unitarian State
5627	comparative study
5628	case study
5629	citizens' Europe
5630	Europol
5631	carrying out of sentence
5632	professional experience
5633	expert's report ordered by a court
5634	extremism
5635	computer assisted manufacturing
5636	facilities for the disabled
5637	Flevoland
5638	international civil service
5639	international civil servant
5640	operation of the Institutions
5641	European foundation
5642	European Training Foundation
5643	Cohesion Fund
5644	Council of Europe fund
5645	European Investment Fund
5646	office supplies
5647	tax-free allowance
5648	fraud against the EU
5649	external border of the EU
5650	greenhouse gas
5651	genetics
5652	Georgia
5653	Roma
5654	hunger strike
5655	Visegrad countries
5656	Group of Twenty-Four
5657	association of local authorities
5658	European Economic Interest Grouping
5659	sexual harassment
5660	combat helicopter
5661	ancient history
5662	contemporary history
5663	medieval history
5664	modern history
5665	historical account
5666	trading hours
5667	cultural identity
5668	FIFG
5669	image
5670	diplomatic immunity
5671	printer
5672	waste incineration
5673	economic infrastructure
5674	EU initiative
5675	European growth initiative
5676	insect
5677	launch facility
5678	plumbing equipment
5679	European Institute of Public Administration
5680	European Monetary Institute
5681	EEA joint institution
5682	economic instrument for the environment
5683	bad weather
5684	systems interconnection
5685	collective interest
5686	interest in bringing an action
5687	boarding school
5688	Interpol
5689	food poisoning
5690	Jew
5691	courts and tribunals
5692	constitutional court
5693	Kazakhstan
5694	Kyrgyzstan
5695	Kosovo
5696	eco-label
5697	lake
5698	mother's milk
5699	launch vehicle
5700	European language
5701	minority language
5702	non-European language
5703	regional language
5704	living language
5705	disc drive
5706	Latvia
5707	liberalisation of the market
5708	freedom of the skies
5709	Lithuania
5710	hiring
5711	organic law
5712	dividing up of land
5713	Former Yugoslav Republic of Macedonia
5714	congenital disease
5715	nutritional disease
5716	skin disease
5717	blood disease
5718	gastrointestinal disease
5719	disease of the nervous system
5720	endocrine disease
5721	sexually transmitted disease
5722	wild mammal
5723	sporting event
5724	military manoeuvres
5725	services contract
5726	EC conformity marking
5727	marsupial
5728	material of animal origin
5729	EMS exchange-rate mechanism
5730	Mecklenburg-Western Pomerania
5731	standard agreement health care
5732	forensic medicine
5733	over-the-counter drug
5734	veterinary drug
5735	Caspian Sea
5736	Black Sea
5737	Red Sea
5738	Mercosur
5739	national implementing measure
5740	microorganism
5741	aquatic environment
5742	marine environment
5743	miner
5744	fact-finding mission
5745	modem
5746	Montenegro
5747	monument
5748	political morality
5749	negotiation of an agreement (EU)
5750	Uruguay Round
5751	Combined Nomenclature
5752	drugs classification
5753	non-proliferation of arms
5754	environmental standard
5755	new type of employment
5756	observer
5757	European Monitoring Centre for Drugs and Drug Addiction
5758	Community Trademark Office
5760	bird
5761	EU body for police and judicial cooperation
5762	decision-making body (EU)
5763	joint body (EU)
5764	organisation of health care
5765	World Trade Organisation
5766	sports body
5767	Community body
5768	genetically modified organism
5769	EU office or agency
5770	Uzbekistan
5771	sponsorship
5772	EU sponsorship
5773	Partnership for Peace
5774	Baltic States
5775	CIS countries
5776	GCC countries
5777	Gulf States
5778	Mercosur countries
5779	non-associated country
5780	Mediterranean third countries
5781	Central and Eastern European Countries
5782	tradeable emission permit
5783	civilian personnel
5784	contract staff
5785	nursing staff
5786	military personnel
5787	financial perspectives
5788	common foreign and security policy
5789	philosophy of law
5790	complaint to the Commission
5791	harmful plant
5792	living plant
5793	pluralism in the media
5794	EU environmental policy
5795	single exchange-rate policy
5796	visa policy
5797	single monetary policy
5798	stratospheric pollutant
5799	indigenous population
5800	pornography
5801	aircraft carrier
5802	legal process
5803	prehistory
5804	first stage of EMU
5805	head of State
5806	EU Council Presidency
5807	President of the Commission
5808	scientific press
5809	proof
5810	accident prevention
5811	mutual recognition principle
5812	principle of subsidiarity
5813	general legal principle
5814	infringement procedure (EU)
5815	codecision procedure
5816	conciliation procedure (part of codecision procedure)
5817	special procedure
5818	homeopathic product
5819	recycled product
5820	customs profession
5821	practitioner of alternative medicine
5822	legislative programme (EU)
5823	operational programme
5824	project of common interest
5825	draft budget (EU)
5826	promotion of the European idea
5827	financial protocol
5828	computer assisted publishing
5829	public conduct of debates
5830	confidence motion
5831	Tibetan question
5832	preliminary issue
5833	renewal of an agreement
5834	appeal to the European Ombudsman
5835	action brought before an administrative court
5836	appeal to the Court (EU)
5837	action for annulment (EU)
5838	action to establish liability on the part of an administration
5839	environmental tax
5840	economic reform
5841	political reform
5842	EU customs procedure
5843	export customs procedure
5844	EU financing arrangements
5845	Alpine Region
5846	region dependent on fishing
5847	eligible region
5848	European Region
5849	declining industrial region
5850	civil register
5851	parliamentary rules of procedure
5852	citizen-authority relations
5853	relations between the State and the regions
5854	interinstitutional relations (EU)
5855	division of powers
5856	distribution of EU funding
5857	reptile
5858	Moldova
5859	Slovakia
5860	Czech Republic
5861	energy grid
5862	computer network
5863	local area network
5864	trans-European network
5865	reservation
5866	budgetary reserve (EU)
5867	resolution of parliament
5868	VAT resource
5869	deduction at source
5870	revision of an agreement
5871	revision of the Treaty (EU)
5872	revision of financial perspectives
5873	the EU's international role
5874	rodent
5875	royalism
5876	Russia
5877	animal health
5878	mental health
5879	Saxony
5880	Saxony-Anhalt
5881	medical science
5882	sculpture
5883	European System of Central Banks
5884	State secret
5885	secretariat of an Institution
5886	farming sector
5887	air safety
5888	security services
5889	maritime safety
5890	earthquake
5891	public awareness campaign
5892	Serbia
5893	network server
5894	State health service
5895	monkey
5896	historic site
5897	political situation
5898	Slovenia
5899	health care
5900	nursing care
5901	submarine
5902	medical specialisation
5903	animal show
5904	budgetary stabiliser
5905	education statistics
5906	head of agricultural holding
5907	health statistics
5908	transport statistics
5909	tourism statistics
5910	European legal status
5911	stimulant
5912	underground storage of waste
5913	fisheries structure
5914	psychotropic substance
5915	help desk
5916	drug surveillance
5917	multilateral surveillance
5918	joint authority
5919	operating system
5920	database management system
5921	health care system
5922	computer system
5923	legal system
5924	spreadsheet
5925	Tajikistan
5926	financing level
5927	taxi
5928	dual-use technology
5929	computer terminal
5930	Palestine
5931	territories of the former Yugoslavia
5932	Thuringia
5933	trafficking in persons
5934	tranquiliser
5935	processing under customs control
5936	administrative transparency
5937	transparency in decision-making
5938	transport of patients
5939	trauma
5940	non-standard employment
5941	seasonal employment
5942	Troika (EU)
5943	third stage of EMU
5944	Turkmenistan
5945	administrative supervision
5946	Ukraine
5947	Ulster-Donegal
5948	European Political Union
5949	information technology user
5950	alternative use of agricultural products
5951	disease vector
5952	combat vehicle
5953	infringement of EU law
5954	appeal
5955	Vojvodina
5956	traveller
5957	demilitarised zone
5958	sensitive area
5959	head of government
5960	leader of the opposition
5961	head of household
5962	livestock
5963	cheque
5964	turnover
5965	Chile
5966	chemistry
5967	food chemistry
5968	industrial chemistry
5969	China
5970	surgery
5971	chlorine
5972	programme budgeting
5973	choice of technology
5974	unemployment
5975	cyclical unemployment
5976	hidden unemployment
5977	female unemployment
5978	youth unemployment
5979	short-time working
5980	seasonal unemployment
5981	structural unemployment
5982	temporary layoff
5983	unemployment due to technical progress
5984	abstentionism
5985	branch of activity
5986	unemployed person
5987	Christianity
5988	chromium
5989	Cyprus
5990	cider
5991	International Organisation for Migration
5992	economic activity
5993	cement
5994	cinema
5995	circular
5996	civilisation
5997	ruling class
5998	lower class
5999	middle class
6000	working class
6001	peasant class
6002	social class
6003	upper class
6004	classification
6005	arbitration clause
6006	allocation clause
6007	protective clause
6008	self-employment
6009	clergy
6010	customers
6011	climate
6012	air conditioning
6013	closing of accounts
6014	political club
6015	WFC
6016	UN Conference on Trade and Development
6017	political coalition
6018	cobalt
6019	coding
6020	highway code
6021	navigational code
6022	work code
6023	legal code
6024	peaceful co-existence
6025	co-financing
6026	co-determination
6027	coke
6028	budgetary cooperation
6029	tax collection
6030	data collection
6031	solar collector
6032	collectivism
6033	rural community
6034	regional and local authorities
6035	urban community
6036	Colombia
6037	adjustment to school
6038	dyestuff
6039	food colouring
6040	artificial food colouring
6041	natural food colouring
6042	oil seed rape
6043	fuel
6044	substitute fuel
6045	fossil fuel
6046	social adjustment
6047	nuclear fuel
6048	EU agriculture committee
6049	committee (EU)
6050	advisory committee (EU)
6051	works council
6052	food additive
6053	EU Council committee
6054	European Economic and Social Committee
6055	Monetary Committee (EU)
6056	joint committee on EU matters
6057	standing committee (EU)
6058	UN Standing Committee
6059	scientific committee (EU)
6060	technical committee (EU)
6061	structural adjustment
6062	commercial arbitration
6064	audit
6067	virtual library
6072	Translation Centre for the Bodies of the European Union
6076	Community Plant Variety Office
6077	African Charter on Human and Peoples' Rights
6079	European Energy Charter
6081	social clause
6083	UN Conference on Environment and Development
6084	European Works Council
6088	Internet
6089	electronic commerce
6091	European standardisation body
6093	European Committee for Standardisation
6094	Cenelec
6095	ETSI
6099	recognition of vocational training qualifications
6100	quality control of agricultural products
6101	EFTA Court
6103	hazardous waste
6104	legal deposit
6105	social dumping
6106	established right
6108	transition economy
6110	electronic publishing
6111	enzyme
6112	bovine spongiform encephalopathy
6113	European social area
6114	group of leading industrialised countries
6115	GATS
6116	Rio Group
6117	establishment of peace
6120	economic intelligence
6121	zoo
6124	fish disease
6125	globalisation
6126	multimedia
6128	European Union Intellectual Property Office
6129	World Customs Organisation
6130	Dispute Settlement Body
6131	Asia–Pacific economic cooperation
6132	paedophilia
6133	principle of proportionality
6134	comparative advertising
6135	regions of Finland
6136	regions of Austria
6138	regions of Sweden
6139	regulation of telecommunications
6140	information society
6142	Treaty of Amsterdam
6143	economic transition
6145	TRIMs
6146	TRIPS
6148	BusinessEurope
6150	working life
6151	euro area
6152	zoonosis
6155	Taric
6157	ICFTU
6159	Economic Community of Central African States
6160	Eutelsat
6161	European League for Economic Cooperation
6163	World Organisation for Animal Health
6171	cloning
6173	trade dispute
6174	company in difficulties
6176	information highway
6177	intranet
6178	extranet
6182	browser
6188	document management
6189	electronic document management
6190	optical character recognition
6191	digitisation
6192	scanner
6194	Lower Austria
6195	Upper Austria
6196	Burgenland
6197	Carinthia
6198	Salzburg
6199	Styria
6200	Tyrol
6201	Vorarlberg
6202	Vienna
6205	APEC countries
6207	European Centre of Enterprises with Public Participation
6210	deadline for payment
6212	stability pact
6215	youth policy
6216	consumer policy
6218	EU policy - national policy
6219	European Union Agency for Fundamental Rights
6222	area of freedom, security and justice
6223	Serbia and Montenegro
6230	age discrimination
6231	discrimination on the basis of sexual orientation
6233	care for the elderly
6236	unfair dismissal
6237	Stockholm
6238	East Middle Sweden
6239	South Sweden
6240	North Middle Sweden
6241	Middle Norrland (Sweden)
6242	Upper Norrland (Sweden)
6245	Småland and the islands (Sweden)
6246	West Sweden
6247	Eastern Finland
6248	Väli-Suomi
6249	Lapland
6250	Uusimaa
6251	Southern Finland
6252	Åland
6253	Social Policy Agreement (EU)
6254	discrimination based on disability
6255	ECHO
6256	European Anti-fraud Office
6257	simplification of legislation
6260	DNA
6261	virtual reality
6262	picture synthesis
6263	evaluation method
6264	observation
6265	principle of communitisation
6266	liability of the State
6267	simulation
6268	surveillance concerning imports
6269	comparative analysis
6270	analysis of causes
6271	qualitative analysis
6272	quantitative analysis
6273	special leave
6274	enhanced cooperation
6275	hypermedia
6276	hypertext
6277	euthanasia
6278	Palau
6279	Norfolk Island
6280	Niue
6281	Tokelau
6282	Ceuta
6283	Melilla
6284	opinion (EU)
6285	opinion of the Court of Auditors
6286	EU Charter of Fundamental Rights
6287	democratic deficit
6288	High Representative of the Union for Foreign Affairs and Security Policy
6289	Resolution of the Council of the European Union
6290	resolution of the European Council
6292	mode of production
6293	production target
6294	production technique
6295	transgenic animal
6296	transgenic plant
6297	diffusion of innovations
6298	production standard
6299	obsolete technology
6300	prospective technological studies
6302	organisation of research
6303	scientific discovery
6304	precautionary principle
6305	field research
6306	research results
6307	traceability
6308	sustainable agriculture
6309	European agricultural model
6310	agri-environmental plan
6311	land policies
6312	farming project
6313	agricultural area with environmental restrictions
6314	agroforestry
6315	crop losses
6316	agricultural census
6317	irrigated agriculture
6318	crop rotation
6319	silo
6320	energy crop
6321	oil crop
6322	zootechnics
6323	boreal forest
6324	sustainable forest management
6325	forest certification
6326	European forestry policy
6327	EFICS
6328	Mediterranean forest
6329	temperate forest
6331	forestry statistics
6332	European currency
6333	Ecu
6334	Euribor
6335	conversion rate
6336	Asian Development Bank
6337	Central American Bank for Economic Integration
6338	Caribbean Development Bank
6339	agricultural credit
6340	stability programme
6342	European tax cooperation
6343	tax reform
6344	migrant unemployment
6345	continuing vocational training
6346	Employment Committee (EU)
6347	European Employment Strategy
6348	worker adaptability
6350	labour flexibility
6351	skill obsolescence
6353	labour shortage
6354	multiskilled worker
6355	head-hunting
6356	reassignment
6357	demotion
6358	Ecofin
6359	non-participating country
6360	participating country
6361	resistance of materials
6362	benchmarking
6363	non-lethal weapon
6364	fair trade
6365	service concession
6366	commercial contract
6367	international commercial arbitration
6369	services of general interest
6370	electronic signature
6371	trade statistics
6372	exclusion from an international organisation
6373	Union for the Mediterranean
6374	aid evaluation
6375	conflict prevention
6376	ethnic cleansing
6377	anti-personnel weapon
6378	espionage
6379	military secret
6380	defence statistics
6381	soil analysis
6382	space science
6383	astronautics
6384	climatology
6385	bioclimatology
6386	soil chemistry
6387	cultural geography
6388	human geography
6389	regional geography
6390	geomorphology
6391	sedimentology
6392	soil type
6394	ethnography
6395	industrial sociology
6396	environmental economics
6397	environmental education
6398	water protection
6400	reduction of gas emissions
6401	environmental liability
6402	environmental statistics
6403	whale
6404	marine ecosystem
6405	terrestrial ecosystem
6406	seal
6407	acidification
6408	sewage sludge
6409	unauthorised dumping
6410	chemical waste
6411	electronic waste
6412	hospital waste
6413	accidental pollution
6414	local pollution
6534	international adoption
6535	conflict of generations
6536	adoption law
6537	stepfamily
6538	polygamy
6539	family solidarity
6540	diaspora
6541	EU migration policy
6542	dependence of elderly persons
6543	population forecast
6544	generation renewal
6545	Christian
6546	Muslim
6547	European association
6548	independence of the disabled
6549	social behaviour
6550	integration of the disabled
6552	social pact
6553	child pornography
6554	religious tourism
6555	youth violence
6556	violence at school
6557	domestic violence
6558	cultural exception
6559	European identity
6560	religious fundamentalism
6561	new religion
6562	European cultural event
6563	cultural promotion
6564	universal health coverage
6565	medical law
6566	medical error
6567	chronic illness
6568	generic drug
6569	food safety
6570	palliative care
6609	self-regulation
6610	administrative code
6611	history of law
6612	unintentional crime
6613	psychological harassment
6614	impunity
6615	criminal responsibility of minors
6616	sexual tourism
6617	arbitration
6618	backlog of court cases
6619	injunction
6621	repeal
6622	extraterritorial jurisdiction
6623	independence of the judiciary
6624	maritime court
6625	marriage of convenience
6626	Schengen Information System
6627	religious conflict
6628	right to health
6697	energy diversification
6699	gas field
6700	energy efficiency
6701	strategic reserves
6702	oilfield
6703	nuclear research
6704	enlargement of an international organisation
6705	industrial integration
6706	accession criteria
6708	accession negotiations
6709	common security and defence policy
6710	pre-accession strategy
6711	European Consumer Centres Network
6713	microloan
6714	microfinance
6715	hazard science
6716	cosmology
6717	assisting spouse
6718	casual employment
6720	mechanical vibration
6721	forest ranger
6722	peace
6723	Eurojust
6724	European arrest warrant
6725	EU Accession Treaty
6726	Treaty of Nice
6727	help for victims
6728	youth detention centre
6729	internal law of religions
6730	Buddhist law
6731	canon law
6732	protestant church law
6733	Hebrew law
6734	Hindu law
6735	Islamic law
6736	tax debt write-off
6737	illegal building
6738	street children
6739	hooliganism
6740	deprived urban area
6741	emergency medical treatment
6743	vandalism
6744	eugenics
6745	working poor
6747	non-ionising radiation
6748	company growth
6749	entrepreneurship
6750	international merger
6751	corporate governance
6752	social labelling
6753	company buyout
6754	reintegration enterprise
6755	start-up
6756	micro-enterprise
6757	European cooperative
6763	teaching quality
6764	parliamentary library
6765	quote
6766	commentary on a law
6767	electronic document
6768	tourist guide
6769	media library
6770	disinformation
6771	Internet access provider
6772	web surfer
6773	search engine
6774	telecommunications policy
6775	Internet site
6776	mobile phone
6777	video surveillance
6778	cryptography
6779	computer virus
6781	basic needs
6782	region-EU relationship
6783	non-commercial sector
6784	mendicity
6785	social transfers
6786	economic value
6787	gelatine
6788	essential oil
6789	food supplement
6790	organic product
6821	brick
6822	stone
6823	special metal
6824	diesel engine
6825	sawmill
6848	navigation aid
6849	town traffic
6850	sustainable mobility
6851	intelligent transport system
6852	satellite navigation
6854	pedestrian
6855	ground handling
6862	secularity
6881	confederal State
6882	regional State
6883	oligarchy
6884	protocol
6885	symbol of State
